Gene	TF	Start	End
Glyma.05G029000.1	DF1	1132.0	1139.0
Glyma.05G029000.1	DF1	233.0	240.0
Glyma.05G029000.1	DIV1	1177.0	1187.0
Glyma.05G029000.1	DOF1.5	255.0	270.0
Glyma.05G029000.1	DOF1.5	377.0	392.0
Glyma.05G029000.1	DOF1.5	1133.0	1148.0
Glyma.05G029000.1	DOF1.5	132.0	147.0
Glyma.05G029000.1	DOF1.5	1504.0	1519.0
Glyma.05G029000.1	DOF1.5	1943.0	1958.0
Glyma.05G029000.1	DOF1.7	260.0	270.0
Glyma.05G029000.1	DOF1.7	382.0	392.0
Glyma.05G029000.1	DOF1.7	1138.0	1148.0
Glyma.05G029000.1	DOF1.7	132.0	142.0
Glyma.05G029000.1	DOF1.7	1504.0	1514.0
Glyma.05G029000.1	DOF1.7	1943.0	1953.0
Glyma.05G029000.1	DOF3.2	1506.0	1521.0
Glyma.05G029000.1	DOF3.2	1945.0	1960.0
Glyma.05G029000.1	DOF3.2	375.0	390.0
Glyma.05G029000.1	DOF3.4	80.0	96.0
Glyma.05G029000.1	DOF3.4	126.0	142.0
Glyma.05G029000.1	DOF3.4	775.0	791.0
Glyma.05G029000.1	DOF3.4	873.0	889.0
Glyma.05G029000.1	DOF3.4	1498.0	1514.0
Glyma.05G029000.1	DOF3.4	1937.0	1953.0
Glyma.05G029000.1	DOF3.4	253.0	276.0
Glyma.05G029000.1	DOF3.4	382.0	398.0
Glyma.05G029000.1	DOF3.4	1138.0	1154.0
Glyma.05G029000.1	DOF3.4	1624.0	1640.0
Glyma.05G029000.1	DOF3.6	31.0	55.0
Glyma.05G029000.1	DOF3.6	76.0	97.0
Glyma.05G029000.1	DOF3.6	126.0	153.0
Glyma.05G029000.1	DOF3.6	1269.0	1289.0
Glyma.05G029000.1	DOF3.6	1505.0	1525.0
Glyma.05G029000.1	DOF3.6	1659.0	1679.0
Glyma.05G029000.1	DOF3.6	1936.0	1964.0
Glyma.05G029000.1	DOF3.6	249.0	275.0
Glyma.05G029000.1	DOF3.6	371.0	398.0
Glyma.05G029000.1	DOF3.6	496.0	516.0
Glyma.05G029000.1	DOF3.6	1124.0	1147.0
Glyma.05G029000.1	DOF3.6	1626.0	1646.0
Glyma.05G029000.1	DOF4.2	1138.0	1148.0
Glyma.05G029000.1	DOF4.2	1504.0	1514.0
Glyma.05G029000.1	DOF4.2	1943.0	1953.0
Glyma.05G029000.1	DOF4.3	316.0	328.0
Glyma.05G029000.1	DOF4.3	869.0	881.0
Glyma.05G029000.1	DOF4.5	242.0	254.0
Glyma.05G029000.1	DOF4.5	1502.0	1514.0
Glyma.05G029000.1	DOF4.7	1945.0	1953.0
Glyma.05G029000.1	DOF5.1	253.0	278.0
Glyma.05G029000.1	DOF5.1	382.0	401.0
Glyma.05G029000.1	DOF5.1	1127.0	1156.0
Glyma.05G029000.1	DOF5.1	1624.0	1642.0
Glyma.05G029000.1	DOF5.1	33.0	51.0
Glyma.05G029000.1	DOF5.1	78.0	96.0
Glyma.05G029000.1	DOF5.1	124.0	142.0
Glyma.05G029000.1	DOF5.1	179.0	198.0
Glyma.05G029000.1	DOF5.1	226.0	244.0
Glyma.05G029000.1	DOF5.1	773.0	791.0
Glyma.05G029000.1	DOF5.1	871.0	889.0
Glyma.05G029000.1	DOF5.1	1260.0	1278.0
Glyma.05G029000.1	DOF5.1	1496.0	1514.0
Glyma.05G029000.1	DOF5.1	1650.0	1668.0
Glyma.05G029000.1	DOF5.1	1934.0	1953.0
Glyma.05G029000.1	DOF5.8	78.0	96.0
Glyma.05G029000.1	DOF5.8	124.0	142.0
Glyma.05G029000.1	DOF5.8	180.0	198.0
Glyma.05G029000.1	DOF5.8	773.0	791.0
Glyma.05G029000.1	DOF5.8	871.0	889.0
Glyma.05G029000.1	DOF5.8	1260.0	1278.0
Glyma.05G029000.1	DOF5.8	1496.0	1514.0
Glyma.05G029000.1	DOF5.8	1650.0	1668.0
Glyma.05G029000.1	DOF5.8	1934.0	1960.0
Glyma.05G029000.1	DOF5.8	253.0	278.0
Glyma.05G029000.1	DOF5.8	382.0	401.0
Glyma.05G029000.1	DOF5.8	1128.0	1156.0
Glyma.05G029000.1	DOF5.8	1624.0	1642.0
Glyma.05G029000.1	DREB2F	1843.0	1853.0
Glyma.05G029000.1	E2FC	221.0	235.0
Glyma.05G029000.1	EIL3	816.0	823.0
Glyma.05G029000.1	EIL4	974.0	982.0
Glyma.05G029000.1	FLC	1627.0	1640.0
Glyma.05G029000.1	FLC	1307.0	1320.0
Glyma.05G029000.1	FLC	1943.0	1956.0
Glyma.05G029000.1	FUS3	1469.0	1475.0
Glyma.05G029000.1	GAF1	257.0	271.0
Glyma.05G029000.1	GAF1	498.0	512.0
Glyma.05G029000.1	GAF1	130.0	145.0
Glyma.05G029000.1	GAF1	876.0	890.0
Glyma.05G029000.1	GATA6	352.0	361.0
Glyma.05G029000.1	GT-1	1726.0	1733.0
Glyma.05G029000.1	GT-2	232.0	242.0
Glyma.05G029000.1	GT-2	576.0	586.0
Glyma.05G029000.1	GT-2	1130.0	1140.0
Glyma.05G029000.1	GTL1	1132.0	1139.0
Glyma.05G029000.1	GTL1	1727.0	1734.0
Glyma.05G029000.1	GTL1	233.0	240.0
Glyma.05G029000.1	HDG11	686.0	694.0
Glyma.05G029000.1	HDG7	298.0	307.0
Glyma.05G029000.1	HDG7	685.0	694.0
Glyma.05G029000.1	HSFA1B	1911.0	1918.0
Glyma.05G029000.1	HSFA1E	402.0	415.0
Glyma.05G029000.1	HSFA4A	93.0	106.0
Glyma.05G029000.1	HSFA4A	402.0	415.0
Glyma.05G029000.1	HSFA6A	93.0	105.0
Glyma.05G029000.1	HSFB3	1369.0	1380.0
Glyma.05G029000.1	IDD1	780.0	791.0
Glyma.05G029000.1	IDD1	1874.0	1885.0
Glyma.05G029000.1	IDD11	780.0	791.0
Glyma.05G029000.1	IDD11	1874.0	1885.0
Glyma.05G029000.1	IDD4	779.0	793.0
Glyma.05G029000.1	IDD5	131.0	144.0
Glyma.05G029000.1	IDD5	876.0	889.0
Glyma.05G029000.1	IDD5	258.0	271.0
Glyma.05G029000.1	IDD5	1635.0	1648.0
Glyma.05G029000.1	IDD6	130.0	145.0
Glyma.05G029000.1	IDD6	779.0	794.0
Glyma.05G029000.1	IDD6	875.0	890.0
Glyma.05G029000.1	IDD6	257.0	272.0
Glyma.05G029000.1	IDD6	1634.0	1649.0
Glyma.05G029000.1	IDD7	780.0	793.0
Glyma.05G029000.1	JKD	780.0	791.0
Glyma.05G029000.1	JKD	1874.0	1885.0
Glyma.05G029000.1	KAN2	342.0	351.0
Glyma.05G029000.1	LHY	319.0	327.0
Glyma.05G029000.1	LHY	641.0	649.0
Glyma.05G029000.1	LHY	1397.0	1405.0
Glyma.05G029000.1	MGP	1873.0	1885.0
Glyma.05G029000.1	MYB30	1529.0	1540.0
Glyma.05G029000.1	MYB3R1	1868.0	1875.0
Glyma.05G029000.1	MYB41	1797.0	1806.0
Glyma.05G029000.1	MYB49	1797.0	1807.0
Glyma.05G029000.1	MYB56	614.0	623.0
Glyma.05G029000.1	MYB56	659.0	668.0
Glyma.05G029000.1	MYB60	1531.0	1540.0
Glyma.05G029000.1	MYB70	1868.0	1874.0
Glyma.05G029000.1	MYB94	1531.0	1540.0
Glyma.05G029000.1	MYB96	1531.0	1541.0
Glyma.05G029000.1	MYB99	1798.0	1805.0
Glyma.05G029000.1	NAC004	1756.0	1762.0
Glyma.05G029000.1	NAC005	1356.0	1374.0
Glyma.05G029000.1	NAC010	1356.0	1376.0
Glyma.05G029000.1	NAC013	1117.0	1135.0
Glyma.05G029000.1	NAC017	248.0	254.0
Glyma.05G029000.1	NAC028	248.0	254.0
Glyma.05G029000.1	NAC029	1909.0	1916.0
Glyma.05G029000.1	NAC046	1699.0	1706.0
Glyma.05G029000.1	NAC050	247.0	254.0
Glyma.05G029000.1	NAC053	1756.0	1762.0
Glyma.05G029000.1	NAC057	248.0	254.0
Glyma.05G029000.1	NAC071	1359.0	1373.0
Glyma.05G029000.1	NAC073	1359.0	1373.0
Glyma.05G029000.1	NAC073	1357.0	1371.0
Glyma.05G029000.1	NAC075	1355.0	1374.0
Glyma.05G029000.1	NAC075	1356.0	1375.0
Glyma.05G029000.1	NAC078	1756.0	1762.0
Glyma.05G029000.1	NAC096	248.0	254.0
Glyma.05G029000.1	NAC103	206.0	212.0
Glyma.05G029000.1	NLP7	783.0	790.0
Glyma.05G029000.1	NUC	780.0	791.0
Glyma.05G029000.1	NUC	1874.0	1885.0
Glyma.05G029000.1	OsCCA1	1268.0	1274.0
Glyma.05G029000.1	OsCCA1	319.0	325.0
Glyma.05G029000.1	OsCCA1	641.0	647.0
Glyma.05G029000.1	OsCCA1	1397.0	1403.0
Glyma.05G029000.1	OsEIL3	816.0	823.0
Glyma.05G029000.1	OsTRBF3	1391.0	1397.0
Glyma.05G029000.1	P0510F09.23	1391.0	1397.0
Glyma.05G029000.1	PC-MYB1	1867.0	1875.0
Glyma.05G029000.1	PI	497.0	510.0
Glyma.05G029000.1	PI	1134.0	1147.0
Glyma.05G029000.1	PI	1627.0	1640.0
Glyma.05G029000.1	PI	782.0	795.0
Glyma.05G029000.1	PI	1940.0	1956.0
Glyma.05G029000.1	PIF4	1887.0	1894.0
Glyma.05G029000.1	PIF5	1888.0	1895.0
Glyma.05G029000.1	PK02532.1	1267.0	1274.0
Glyma.05G029000.1	PK02532.1	319.0	326.0
Glyma.05G029000.1	PK02532.1	641.0	648.0
Glyma.05G029000.1	PK02532.1	1397.0	1404.0
Glyma.05G029000.1	PK09021.1	1324.0	1331.0
Glyma.05G029000.1	REV	1413.0	1426.0
Glyma.05G029000.1	RIN	321.0	330.0
Glyma.05G029000.1	RIN	786.0	795.0
Glyma.05G029000.1	RIN	1115.0	1124.0
Glyma.05G029000.1	RVE1	319.0	327.0
Glyma.05G029000.1	RVE1	641.0	649.0
Glyma.05G029000.1	RVE1	1397.0	1405.0
Glyma.05G029000.1	RVE4	319.0	327.0
Glyma.05G029000.1	RVE4	516.0	524.0
Glyma.05G029000.1	RVE4	641.0	649.0
Glyma.05G029000.1	RVE4	1397.0	1405.0
Glyma.05G029000.1	RVE4	561.0	569.0
Glyma.05G029000.1	RVE5	319.0	327.0
Glyma.05G029000.1	RVE5	641.0	649.0
Glyma.05G029000.1	RVE5	1397.0	1405.0
Glyma.05G029000.1	RVE5	561.0	569.0
Glyma.05G029000.1	RVE6	319.0	327.0
Glyma.05G029000.1	RVE6	641.0	649.0
Glyma.05G029000.1	RVE6	1397.0	1405.0
Glyma.05G029000.1	RVE6	561.0	569.0
Glyma.05G029000.1	RVE7	319.0	327.0
Glyma.05G029000.1	RVE7	641.0	649.0
Glyma.05G029000.1	RVE7	1397.0	1405.0
Glyma.05G029000.1	RVE7L	319.0	327.0
Glyma.05G029000.1	RVE7L	641.0	649.0
Glyma.05G029000.1	RVE7L	1397.0	1405.0
Glyma.05G029000.1	RVE8	319.0	327.0
Glyma.05G029000.1	RVE8	641.0	649.0
Glyma.05G029000.1	RVE8	1397.0	1405.0
Glyma.05G029000.1	SBP6	428.0	435.0
Glyma.05G029000.1	SBP8	428.0	435.0
Glyma.05G029000.1	SEP3	786.0	795.0
Glyma.05G029000.1	SEP3	1115.0	1124.0
Glyma.05G029000.1	SEP3	1947.0	1956.0
Glyma.05G029000.1	SGR5	780.0	792.0
Glyma.05G029000.1	SGR5	1951.0	1963.0
Glyma.05G029000.1	SOC1	189.0	201.0
Glyma.05G029000.1	SOC1	783.0	795.0
Glyma.05G029000.1	SOC1	1944.0	1956.0
Glyma.05G029000.1	SOC1	1627.0	1639.0
Glyma.05G029000.1	SOL1	645.0	659.0
Glyma.05G029000.1	SOL1	1672.0	1686.0
Glyma.05G029000.1	SOL1	179.0	193.0
Glyma.05G029000.1	SOL1	849.0	863.0
Glyma.05G029000.1	SOL1	1253.0	1267.0
Glyma.05G029000.1	SPL5B	861.0	867.0
Glyma.05G029000.1	SPL8	1219.0	1234.0
Glyma.05G029000.1	SPL8	1587.0	1602.0
Glyma.05G029000.1	SPL8A	861.0	869.0
Glyma.05G029000.1	SPL8B	861.0	869.0
Glyma.05G029000.1	SPL8D1	861.0	870.0
Glyma.05G029000.1	SVP	1624.0	1639.0
Glyma.05G029000.1	SVP	783.0	798.0
Glyma.05G029000.1	SVP	1944.0	1959.0
Glyma.05G029000.1	TCP13	1536.0	1546.0
Glyma.05G029000.1	TCP16	1539.0	1546.0
Glyma.05G029000.1	TCP17	1536.0	1546.0
Glyma.05G029000.1	TCX2	250.0	264.0
Glyma.05G029000.1	TCX2	179.0	193.0
Glyma.05G029000.1	TCX2	849.0	863.0
Glyma.05G029000.1	TCX3	110.0	121.0
Glyma.05G029000.1	TCX3	323.0	334.0
Glyma.05G029000.1	TCX3	847.0	858.0
Glyma.05G029000.1	TCX3	1251.0	1262.0
Glyma.05G029000.1	TCX6	849.0	863.0
Glyma.05G029000.1	TCX6	1253.0	1267.0
Glyma.05G029000.1	TCX6	172.0	186.0
Glyma.05G029000.1	TCX6	645.0	659.0
Glyma.05G029000.1	TCX6	1672.0	1686.0
Glyma.05G029000.1	TEIL	816.0	823.0
Glyma.05G029000.1	TGA10	1324.0	1333.0
Glyma.05G029000.1	TGA1A	1325.0	1331.0
Glyma.05G029000.1	TGA2	1323.0	1332.0
Glyma.05G029000.1	TGA2	1323.0	1332.0
Glyma.05G029000.1	TGA3	1323.0	1333.0
Glyma.05G029000.1	TGA3	1322.0	1332.0
Glyma.05G029000.1	TGA4	1324.0	1334.0
Glyma.05G029000.1	TGA4	1424.0	1434.0
Glyma.05G029000.1	TGA5	1323.0	1331.0
Glyma.05G029000.1	TGA5	1324.0	1332.0
Glyma.05G029000.1	TGA7	1323.0	1332.0
Glyma.05G029000.1	TGA7	1323.0	1332.0
Glyma.05G029000.1	TGA9	1322.0	1332.0
Glyma.05G029000.1	TGA9	1323.0	1333.0
Glyma.05G029000.1	TRB1	1390.0	1398.0
Glyma.05G029000.1	TRB1	768.0	776.0
Glyma.05G029000.1	TRB1	965.0	973.0
Glyma.05G029000.1	TRB2	1390.0	1400.0
Glyma.05G029000.1	TRP1	1385.0	1405.0
Glyma.05G029000.1	TRP2	1384.0	1404.0
Glyma.05G029000.1	TSO1	249.0	263.0
Glyma.05G029000.1	TSO1	180.0	194.0
Glyma.05G029000.1	TSO1	850.0	864.0
Glyma.05G029000.1	TSO1	1254.0	1268.0
Glyma.05G029000.1	UB3	427.0	436.0
Glyma.05G029000.1	WRKY11	529.0	539.0
Glyma.05G029000.1	WRKY12	1476.0	1483.0
Glyma.05G029000.1	WRKY14	529.0	538.0
Glyma.05G029000.1	WRKY17	1706.0	1715.0
Glyma.05G029000.1	WRKY20	1476.0	1483.0
Glyma.05G029000.1	WRKY21	529.0	539.0
Glyma.05G029000.1	WRKY22	529.0	538.0
Glyma.05G029000.1	WRKY24	529.0	539.0
Glyma.05G029000.1	WRKY25	1476.0	1483.0
Glyma.05G029000.1	WRKY27	529.0	539.0
Glyma.05G029000.1	WRKY3	529.0	539.0
Glyma.05G029000.1	WRKY30	529.0	537.0
Glyma.05G029000.1	WRKY31	1476.0	1483.0
Glyma.05G029000.1	WRKY45	530.0	539.0
Glyma.05G029000.1	WRKY46	780.0	789.0
Glyma.05G029000.1	WRKY46	1476.0	1485.0
Glyma.05G029000.1	WRKY47	1476.0	1484.0
Glyma.05G029000.1	WRKY50	531.0	539.0
Glyma.05G029000.1	WRKY50	833.0	841.0
Glyma.05G029000.1	WRKY55	529.0	537.0
Glyma.05G029000.1	WRKY59	530.0	539.0
Glyma.05G029000.1	WRKY65	529.0	538.0
Glyma.05G029000.1	WRKY7	529.0	539.0
Glyma.05G029000.1	WRKY7	780.0	790.0
Glyma.05G029000.1	WRKY70	529.0	538.0
Glyma.05G029000.1	WRKY71	530.0	539.0
Glyma.05G029000.1	WRKY8	529.0	539.0
Glyma.05G029000.1	YAB4	7.0	17.0
Glyma.05G029000.1	ZHD1	270.0	278.0
Glyma.05G029000.1	ZHD1	295.0	303.0
Glyma.05G029000.1	ZHD1	1049.0	1057.0
Glyma.05G029000.1	ZHD1	1958.0	1966.0
Glyma.05G029000.1	ZHD10	1959.0	1966.0
Glyma.05G029000.1	ZHD10	1048.0	1055.0
Glyma.05G029000.1	ZHD6	267.0	278.0
Glyma.05G029000.1	ZHD6	292.0	303.0
Glyma.05G029000.1	ZHD6	296.0	307.0
Glyma.05G029000.1	ZHD9	288.0	302.0
Glyma.05G029000.1	ZHD9	756.0	770.0
Glyma.05G029000.1	ZHD9	1950.0	1964.0
Glyma.05G029000.1	ZHD9	272.0	286.0
Glyma.05G029000.1	ZHD9	297.0	311.0
Glyma.05G029000.1	ZHD9	765.0	779.0
Glyma.05G029000.1	ZHD9	1959.0	1973.0
Glyma.05G029000.1	Zm00001d005692	697.0	704.0
Glyma.05G029000.1	Zm00001d015407	1499.0	1514.0
Glyma.05G029000.1	Zm00001d015407	391.0	406.0
Glyma.05G029000.1	Zm00001d015407	1344.0	1359.0
Glyma.05G029000.1	Zm00001d027846	262.0	269.0
Glyma.05G029000.1	Zm00001d027846	391.0	398.0
Glyma.05G029000.1	Zm00001d027846	503.0	510.0
Glyma.05G029000.1	Zm00001d027846	1140.0	1147.0
Glyma.05G029000.1	Zm00001d027846	1626.0	1633.0
Glyma.05G029000.1	Zm00001d027846	87.0	94.0
Glyma.05G029000.1	Zm00001d027846	133.0	140.0
Glyma.05G029000.1	Zm00001d027846	1505.0	1512.0
Glyma.05G029000.1	Zm00001d027846	1940.0	1947.0
Glyma.05G029000.1	ZmbZIP54	1324.0	1331.0
Glyma.05G029000.1	ZmbZIP96	1886.0	1896.0
Glyma.05G029000.1	bHLH130	1367.0	1374.0
Glyma.05G029000.1	bHLH77	1884.0	1895.0
Glyma.05G029000.1	bHLH80	1366.0	1374.0
Glyma.05G029000.1	bZIP910	1326.0	1332.0
Glyma.05G029000.1	squamosa	610.0	622.0
Glyma.05G029000.1	squamosa	783.0	795.0
Glyma.05G029000.1	squamosa	885.0	897.0
Glyma.05G029000.1	squamosa	1944.0	1956.0
Glyma.05G096500.1	AGL13	108.0	125.0
Glyma.05G096500.1	AGL13	1356.0	1373.0
Glyma.05G096500.1	AGL27	95.0	108.0
Glyma.05G096500.1	AGL63	1652.0	1666.0
Glyma.05G096500.1	AHL12	552.0	559.0
Glyma.05G096500.1	AHL12	994.0	1001.0
Glyma.05G096500.1	AHL12	1574.0	1581.0
Glyma.05G096500.1	AHL12	552.0	559.0
Glyma.05G096500.1	AHL12	994.0	1001.0
Glyma.05G096500.1	AHL12	1574.0	1581.0
Glyma.05G096500.1	AHL13	962.0	969.0
Glyma.05G096500.1	AHL13	1005.0	1012.0
Glyma.05G096500.1	AHL13	1415.0	1422.0
Glyma.05G096500.1	AHL13	1600.0	1607.0
Glyma.05G096500.1	AHL20	50.0	57.0
Glyma.05G096500.1	AHL20	552.0	559.0
Glyma.05G096500.1	AHL20	646.0	653.0
Glyma.05G096500.1	AHL20	796.0	803.0
Glyma.05G096500.1	AHL20	1569.0	1576.0
Glyma.05G096500.1	AHL20	1861.0	1868.0
Glyma.05G096500.1	AHL20	102.0	109.0
Glyma.05G096500.1	AHL20	116.0	123.0
Glyma.05G096500.1	AHL20	128.0	135.0
Glyma.05G096500.1	AHL20	141.0	153.0
Glyma.05G096500.1	AHL20	552.0	559.0
Glyma.05G096500.1	AHL20	615.0	622.0
Glyma.05G096500.1	AHL20	1356.0	1363.0
Glyma.05G096500.1	AHL25	146.0	153.0
Glyma.05G096500.1	AHL25	552.0	559.0
Glyma.05G096500.1	AHL25	615.0	622.0
Glyma.05G096500.1	AHL25	646.0	653.0
Glyma.05G096500.1	AHL25	796.0	803.0
Glyma.05G096500.1	AHL25	146.0	153.0
Glyma.05G096500.1	AHL25	552.0	559.0
Glyma.05G096500.1	AHL25	615.0	622.0
Glyma.05G096500.1	AHL25	646.0	653.0
Glyma.05G096500.1	AHL25	796.0	803.0
Glyma.05G096500.1	ANL2	752.0	765.0
Glyma.05G096500.1	ANL2	977.0	986.0
Glyma.05G096500.1	ANL2	1189.0	1198.0
Glyma.05G096500.1	ANL2	969.0	978.0
Glyma.05G096500.1	AP1	491.0	503.0
Glyma.05G096500.1	AP1	633.0	645.0
Glyma.05G096500.1	AP1	223.0	235.0
Glyma.05G096500.1	AP1	1246.0	1258.0
Glyma.05G096500.1	ARR11	424.0	431.0
Glyma.05G096500.1	AT1G72740	175.0	185.0
Glyma.05G096500.1	AT1G72740	1294.0	1304.0
Glyma.05G096500.1	AT2G38090	702.0	714.0
Glyma.05G096500.1	AT2G38090	867.0	879.0
Glyma.05G096500.1	AT2G38090	1381.0	1393.0
Glyma.05G096500.1	AT2G38300	1510.0	1519.0
Glyma.05G096500.1	AT2G38300	1660.0	1669.0
Glyma.05G096500.1	AT2G40260	1510.0	1519.0
Glyma.05G096500.1	AT2G40260	1660.0	1669.0
Glyma.05G096500.1	AT3G10580	432.0	445.0
Glyma.05G096500.1	AT3G10580	866.0	879.0
Glyma.05G096500.1	AT3G10580	686.0	699.0
Glyma.05G096500.1	AT3G10580	1381.0	1394.0
Glyma.05G096500.1	AT3G46070	1913.0	1919.0
Glyma.05G096500.1	AT4G12670	173.0	201.0
Glyma.05G096500.1	AT4G12670	1649.0	1677.0
Glyma.05G096500.1	AT5G05790	701.0	714.0
Glyma.05G096500.1	AT5G47660	653.0	659.0
Glyma.05G096500.1	AT5G47660	876.0	882.0
Glyma.05G096500.1	AT5G61620	701.0	714.0
Glyma.05G096500.1	AT5G61620	1381.0	1394.0
Glyma.05G096500.1	ATHB-12	274.0	281.0
Glyma.05G096500.1	ATHB-12	407.0	414.0
Glyma.05G096500.1	ATHB-13	990.0	997.0
Glyma.05G096500.1	ATHB-13	1150.0	1157.0
Glyma.05G096500.1	ATHB-13	274.0	281.0
Glyma.05G096500.1	ATHB-13	685.0	692.0
Glyma.05G096500.1	ATHB-13	713.0	720.0
Glyma.05G096500.1	ATHB-13	1154.0	1161.0
Glyma.05G096500.1	ATHB-15	986.0	998.0
Glyma.05G096500.1	ATHB-15	1149.0	1161.0
Glyma.05G096500.1	ATHB-15	990.0	1002.0
Glyma.05G096500.1	ATHB-15	1150.0	1165.0
Glyma.05G096500.1	ATHB-15	1177.0	1189.0
Glyma.05G096500.1	ATHB-16	990.0	997.0
Glyma.05G096500.1	ATHB-16	1150.0	1157.0
Glyma.05G096500.1	ATHB-16	685.0	692.0
Glyma.05G096500.1	ATHB-16	713.0	720.0
Glyma.05G096500.1	ATHB-16	1154.0	1161.0
Glyma.05G096500.1	ATHB-20	990.0	997.0
Glyma.05G096500.1	ATHB-20	1150.0	1157.0
Glyma.05G096500.1	ATHB-20	685.0	692.0
Glyma.05G096500.1	ATHB-20	713.0	720.0
Glyma.05G096500.1	ATHB-20	994.0	1001.0
Glyma.05G096500.1	ATHB-20	1154.0	1161.0
Glyma.05G096500.1	ATHB-20	1574.0	1581.0
Glyma.05G096500.1	ATHB-4	411.0	419.0
Glyma.05G096500.1	ATHB-40	1153.0	1163.0
Glyma.05G096500.1	ATHB-5	274.0	281.0
Glyma.05G096500.1	ATHB-53	990.0	998.0
Glyma.05G096500.1	ATHB-53	1150.0	1158.0
Glyma.05G096500.1	ATHB-53	684.0	692.0
Glyma.05G096500.1	ATHB-53	712.0	720.0
Glyma.05G096500.1	ATHB-53	993.0	1001.0
Glyma.05G096500.1	ATHB-53	1153.0	1161.0
Glyma.05G096500.1	ATHB-53	1573.0	1581.0
Glyma.05G096500.1	ATHB-6	411.0	417.0
Glyma.05G096500.1	ATHB-6	275.0	281.0
Glyma.05G096500.1	ATHB-7	272.0	282.0
Glyma.05G096500.1	ATHB-7	406.0	420.0
Glyma.05G096500.1	ATHB-X	993.0	1001.0
Glyma.05G096500.1	ATHB-X	1153.0	1161.0
Glyma.05G096500.1	ATHB-X	990.0	998.0
Glyma.05G096500.1	ATHB-X	1150.0	1158.0
Glyma.05G096500.1	ATMYB31	1815.0	1829.0
Glyma.05G096500.1	AZF1	1815.0	1823.0
Glyma.05G096500.1	At3g11280	686.0	699.0
Glyma.05G096500.1	At3g11280	1381.0	1394.0
Glyma.05G096500.1	At3g11280	701.0	714.0
Glyma.05G096500.1	BHLH122	214.0	220.0
Glyma.05G096500.1	BPC1	1763.0	1786.0
Glyma.05G096500.1	BPC6	1241.0	1261.0
Glyma.05G096500.1	CAMTA1	1890.0	1898.0
Glyma.05G096500.1	CAMTA5	1892.0	1907.0
Glyma.05G096500.1	CCA1	1559.0	1566.0
Glyma.05G096500.1	CCA1	387.0	394.0
Glyma.05G096500.1	CDF2	228.0	234.0
Glyma.05G096500.1	CDF2	1455.0	1461.0
Glyma.05G096500.1	CDF3	624.0	631.0
Glyma.05G096500.1	CDF5	225.0	245.0
Glyma.05G096500.1	CDF5	535.0	555.0
Glyma.05G096500.1	CDF5	826.0	846.0
Glyma.05G096500.1	CDF5	1245.0	1265.0
Glyma.05G096500.1	CDF5	1452.0	1472.0
Glyma.05G096500.1	CDF5	1489.0	1517.0
Glyma.05G096500.1	CDF5	514.0	534.0
Glyma.05G096500.1	CDF5	1219.0	1239.0
Glyma.05G096500.1	CDF5	1704.0	1724.0
Glyma.05G096500.1	CDF5	1761.0	1782.0
Glyma.05G096500.1	DF1	652.0	659.0
Glyma.05G096500.1	DF1	875.0	882.0
Glyma.05G096500.1	DIV1	686.0	696.0
Glyma.05G096500.1	DOF1.5	520.0	535.0
Glyma.05G096500.1	DOF1.5	224.0	239.0
Glyma.05G096500.1	DOF1.5	621.0	636.0
Glyma.05G096500.1	DOF1.5	832.0	847.0
Glyma.05G096500.1	DOF1.5	1451.0	1466.0
Glyma.05G096500.1	DOF1.6	227.0	234.0
Glyma.05G096500.1	DOF1.7	525.0	535.0
Glyma.05G096500.1	DOF1.7	224.0	234.0
Glyma.05G096500.1	DOF1.7	621.0	631.0
Glyma.05G096500.1	DOF1.7	832.0	842.0
Glyma.05G096500.1	DOF2.5	227.0	234.0
Glyma.05G096500.1	DOF3.2	226.0	241.0
Glyma.05G096500.1	DOF3.2	827.0	849.0
Glyma.05G096500.1	DOF3.2	1246.0	1261.0
Glyma.05G096500.1	DOF3.2	518.0	533.0
Glyma.05G096500.1	DOF3.2	1708.0	1723.0
Glyma.05G096500.1	DOF3.4	218.0	234.0
Glyma.05G096500.1	DOF3.4	615.0	631.0
Glyma.05G096500.1	DOF3.4	819.0	842.0
Glyma.05G096500.1	DOF3.4	1762.0	1778.0
Glyma.05G096500.1	DOF3.5	228.0	234.0
Glyma.05G096500.1	DOF3.5	1455.0	1461.0
Glyma.05G096500.1	DOF3.6	99.0	125.0
Glyma.05G096500.1	DOF3.6	130.0	150.0
Glyma.05G096500.1	DOF3.6	192.0	213.0
Glyma.05G096500.1	DOF3.6	225.0	245.0
Glyma.05G096500.1	DOF3.6	826.0	853.0
Glyma.05G096500.1	DOF3.6	1243.0	1265.0
Glyma.05G096500.1	DOF3.6	1452.0	1472.0
Glyma.05G096500.1	DOF3.6	1497.0	1517.0
Glyma.05G096500.1	DOF3.6	322.0	342.0
Glyma.05G096500.1	DOF3.6	489.0	509.0
Glyma.05G096500.1	DOF3.6	514.0	534.0
Glyma.05G096500.1	DOF3.6	631.0	652.0
Glyma.05G096500.1	DOF3.6	1704.0	1724.0
Glyma.05G096500.1	DOF3.6	1751.0	1787.0
Glyma.05G096500.1	DOF4.2	1451.0	1461.0
Glyma.05G096500.1	DOF4.3	531.0	543.0
Glyma.05G096500.1	DOF4.5	1.0	13.0
Glyma.05G096500.1	DOF4.5	222.0	234.0
Glyma.05G096500.1	DOF4.7	226.0	234.0
